user_id,temperature,rain_chance,wind_speed,top_id,top_name,bottom_id,bottom_name,score
23,22.8,57.4,24.6,321,Jacket,324,Trousers,1.53
23,22.8,57.4,24.6,317,Sweatshirt,324,Trousers,1.5
23,22.8,57.4,24.6,319,T-shirt,324,Trousers,1.33
23,22.8,57.4,24.6,317,Sweatshirt,323,Skirt,1.32
23,22.8,57.4,24.6,321,Jacket,322,Shorts,1.22
24,8.3,61.6,16.0,329,T-shirt,335,Shorts,2.49
24,8.3,61.6,16.0,330,Sweatshirt,332,Trousers,2.4
24,8.3,61.6,16.0,330,Sweatshirt,336,Shorts,2.4
24,8.3,61.6,16.0,329,T-shirt,332,Trousers,2.39
24,8.3,61.6,16.0,329,T-shirt,336,Shorts,2.39
25,-0.4,86.9,22.5,349,Sweater,353,Trousers,4.66
25,-0.4,86.9,22.5,360,Jacket,354,Skirt,4.61
25,-0.4,86.9,22.5,346,Blazer,353,Trousers,4.55
25,-0.4,86.9,22.5,360,Jacket,353,Trousers,4.52
25,-0.4,86.9,22.5,347,Blazer,353,Trousers,4.51
26,2.4,32.8,20.4,372,T-shirt,367,Trousers,4.2
26,2.4,32.8,20.4,362,T-shirt,367,Trousers,3.93
26,2.4,32.8,20.4,365,Coat,367,Trousers,3.62
26,2.4,32.8,20.4,361,T-shirt,367,Trousers,3.62
26,2.4,32.8,20.4,372,T-shirt,370,Shorts,3.61
27,-2.7,6.8,13.2,386,Shirt,379,Shorts,4.2
27,-2.7,6.8,13.2,386,Shirt,382,Shorts,3.63
27,-2.7,6.8,13.2,386,Shirt,384,Trousers,3.62
27,-2.7,6.8,13.2,374,Sweater,379,Shorts,3.62
27,-2.7,6.8,13.2,386,Shirt,383,Shorts,3.61
28,26.0,84.4,19.0,392,Blazer,397,Shorts,3.05
28,26.0,84.4,19.0,392,Blazer,398,Skirt,3.05
28,26.0,84.4,19.0,392,Blazer,395,Trousers,3.04
28,26.0,84.4,19.0,392,Blazer,394,Trousers,2.46
28,26.0,84.4,19.0,392,Blazer,396,Shorts,2.44
29,17.4,3.3,15.5,403,Blazer,406,Shorts,0.93
29,17.4,3.3,15.5,402,Blazer,406,Shorts,0.92
29,17.4,3.3,15.5,403,Blazer,407,Trousers,0.88
29,17.4,3.3,15.5,402,Blazer,407,Trousers,0.87
29,17.4,3.3,15.5,399,Sweater,406,Shorts,0.65
30,-2.2,39.5,13.9,410,Coat,415,Trousers,4.17
30,-2.2,39.5,13.9,410,Coat,416,Shorts,4.17
30,-2.2,39.5,13.9,412,Sweater,414,Shorts,4.01
30,-2.2,39.5,13.9,410,Coat,418,Skirt,4.0
30,-2.2,39.5,13.9,412,Sweater,415,Trousers,3.89
31,1.9,33.0,8.9,438,Sweater,442,Shorts,4.49
31,1.9,33.0,8.9,437,Jacket,442,Shorts,4.47
31,1.9,33.0,8.9,430,Coat,434,Trousers,4.31
31,1.9,33.0,8.9,437,Jacket,433,Trousers,4.3
31,1.9,33.0,8.9,430,Coat,442,Shorts,4.19
32,21.8,43.0,28.0,464,Coat,452,Trousers,1.63
32,21.8,43.0,28.0,461,Coat,455,Trousers,1.63
32,21.8,43.0,28.0,462,Shirt,455,Trousers,1.62
32,21.8,43.0,28.0,464,Coat,455,Trousers,1.51
32,21.8,43.0,28.0,464,Coat,457,Shorts,1.47
33,16.6,5.3,6.9,468,Coat,470,Skirt,1.02
33,16.6,5.3,6.9,468,Coat,471,Shorts,0.88
33,16.6,5.3,6.9,465,Sweatshirt,471,Shorts,0.85
33,16.6,5.3,6.9,476,Blazer,472,Skirt,0.74
33,16.6,5.3,6.9,476,Blazer,473,Skirt,0.74
34,14.7,58.0,7.0,478,Blazer,486,Skirt,2.25
34,14.7,58.0,7.0,478,Blazer,482,Skirt,2.13
34,14.7,58.0,7.0,481,Coat,482,Skirt,2.09
34,14.7,58.0,7.0,480,Sweatshirt,483,Trousers,1.93
34,14.7,58.0,7.0,478,Blazer,484,Skirt,1.85
35,2.1,12.0,25.8,490,Blazer,495,Skirt,4.21
35,2.1,12.0,25.8,490,Blazer,494,Skirt,4.2
35,2.1,12.0,25.8,490,Blazer,497,Trousers,4.16
35,2.1,12.0,25.8,488,Jacket,497,Trousers,4.02
35,2.1,12.0,25.8,488,Jacket,495,Skirt,3.92
36,-1.6,23.8,28.7,505,Jacket,509,Shorts,4.77
36,-1.6,23.8,28.7,505,Jacket,514,Trousers,4.5
36,-1.6,23.8,28.7,504,Coat,514,Trousers,4.48
36,-1.6,23.8,28.7,504,Coat,511,Trousers,4.36
36,-1.6,23.8,28.7,505,Jacket,511,Trousers,4.23
37,-4.3,38.3,10.3,518,T-shirt,526,Shorts,4.76
37,-4.3,38.3,10.3,518,T-shirt,521,Skirt,4.61
37,-4.3,38.3,10.3,518,T-shirt,522,Skirt,4.61
37,-4.3,38.3,10.3,518,T-shirt,530,Shorts,4.6
37,-4.3,38.3,10.3,518,T-shirt,531,Skirt,4.49
38,13.5,43.8,6.1,534,Jacket,540,Trousers,3.12
38,13.5,43.8,6.1,545,Jacket,542,Shorts,2.94
38,13.5,43.8,6.1,544,Blazer,541,Skirt,2.82
38,13.5,43.8,6.1,545,Jacket,540,Trousers,2.7
38,13.5,43.8,6.1,544,Blazer,540,Trousers,2.68
39,20.7,84.4,6.3,554,Sweatshirt,560,Skirt,1.64
39,20.7,84.4,6.3,555,T-shirt,560,Skirt,1.49
39,20.7,84.4,6.3,558,Blazer,561,Trousers,1.33
39,20.7,84.4,6.3,556,Blazer,561,Trousers,1.32
39,20.7,84.4,6.3,558,Blazer,560,Skirt,1.23
40,27.4,77.9,9.5,564,Sweatshirt,572,Skirt,3.16
40,27.4,77.9,9.5,565,T-shirt,574,Shorts,2.95
40,27.4,77.9,9.5,564,Sweatshirt,569,Skirt,2.72
40,27.4,77.9,9.5,565,T-shirt,572,Skirt,2.72
40,27.4,77.9,9.5,564,Sweatshirt,573,Trousers,2.72
41,0.8,35.8,0.6,579,Blazer,583,Skirt,4.66
41,0.8,35.8,0.6,587,Shirt,583,Skirt,4.52
41,0.8,35.8,0.6,579,Blazer,582,Trousers,4.34
41,0.8,35.8,0.6,586,Sweatshirt,583,Skirt,4.22
41,0.8,35.8,0.6,577,Sweater,583,Skirt,4.2
42,20.4,48.9,5.5,595,Jacket,600,Skirt,2.21
42,20.4,48.9,5.5,595,Jacket,596,Trousers,1.79
42,20.4,48.9,5.5,603,Blazer,596,Trousers,1.77
42,20.4,48.9,5.5,603,Blazer,599,Skirt,1.64
42,20.4,48.9,5.5,595,Jacket,599,Skirt,1.51
43,18.5,17.3,26.6,620,Sweatshirt,621,Trousers,1.62
43,18.5,17.3,26.6,620,Sweatshirt,614,Shorts,1.61
43,18.5,17.3,26.6,620,Sweatshirt,623,Shorts,1.49
43,18.5,17.3,26.6,620,Sweatshirt,622,Trousers,1.48
43,18.5,17.3,26.6,620,Sweatshirt,616,Trousers,1.48
44,7.4,35.1,28.9,634,Coat,630,Skirt,3.62
44,7.4,35.1,28.9,625,Jacket,630,Skirt,3.6
44,7.4,35.1,28.9,625,Jacket,631,Skirt,3.4
44,7.4,35.1,28.9,624,Sweatshirt,630,Skirt,3.32
44,7.4,35.1,28.9,634,Coat,629,Trousers,3.32
45,7.7,62.2,12.7,638,Jacket,647,Shorts,2.37
45,7.7,62.2,12.7,638,Jacket,641,Skirt,2.36
45,7.7,62.2,12.7,638,Jacket,644,Trousers,2.12
45,7.7,62.2,12.7,638,Jacket,645,Trousers,2.11
45,7.7,62.2,12.7,638,Jacket,642,Trousers,2.1
46,-3.7,57.3,1.6,648,Sweatshirt,653,Trousers,4.2
46,-3.7,57.3,1.6,648,Sweatshirt,656,Skirt,4.19
46,-3.7,57.3,1.6,648,Sweatshirt,657,Trousers,4.03
46,-3.7,57.3,1.6,648,Sweatshirt,659,Skirt,4.02
46,-3.7,57.3,1.6,651,Sweater,656,Skirt,4.02
47,-2.6,57.7,11.2,661,T-shirt,666,Trousers,4.6
47,-2.6,57.7,11.2,677,Shirt,666,Trousers,4.28
47,-2.6,57.7,11.2,664,Sweatshirt,667,Trousers,4.01
47,-2.6,57.7,11.2,661,T-shirt,668,Shorts,3.9
47,-2.6,57.7,11.2,661,T-shirt,667,Trousers,3.89
48,22.6,83.6,26.3,681,Blazer,692,Trousers,2.22
48,22.6,83.6,26.3,680,Coat,692,Trousers,1.92
48,22.6,83.6,26.3,681,Blazer,685,Shorts,1.63
48,22.6,83.6,26.3,679,Sweater,692,Trousers,1.51
48,22.6,83.6,26.3,688,Sweater,692,Trousers,1.5
49,25.2,8.2,14.9,710,Jacket,702,Skirt,2.53
49,25.2,8.2,14.9,696,Sweater,702,Skirt,2.52
49,25.2,8.2,14.9,711,Jacket,702,Skirt,2.22
49,25.2,8.2,14.9,710,Jacket,699,Trousers,2.22
49,25.2,8.2,14.9,696,Sweater,699,Trousers,2.21
50,18.8,46.1,7.6,715,Coat,718,Shorts,1.77
50,18.8,46.1,7.6,726,T-shirt,718,Shorts,1.63
50,18.8,46.1,7.6,715,Coat,720,Shorts,1.62
50,18.8,46.1,7.6,723,Coat,718,Shorts,1.51
50,18.8,46.1,7.6,723,Coat,717,Shorts,1.32
1,8.2,10.8,11.8,5,T-shirt,6,Shorts,2.67
1,8.2,10.8,11.8,3,Sweater,6,Shorts,2.53
1,8.2,10.8,11.8,5,T-shirt,9,Skirt,2.12
1,8.2,10.8,11.8,5,T-shirt,11,Skirt,2.12
1,8.2,10.8,11.8,5,T-shirt,10,Shorts,2.11
2,21.3,28.8,30.0,23,Jacket,21,Skirt,2.7
2,21.3,28.8,30.0,23,Jacket,18,Skirt,2.39
2,21.3,28.8,30.0,23,Jacket,27,Trousers,2.11
2,21.3,28.8,30.0,23,Jacket,20,Trousers,2.1
2,21.3,28.8,30.0,23,Jacket,17,Shorts,2.09
3,18.5,17.3,21.1,36,T-shirt,37,Skirt,0.74
3,18.5,17.3,21.1,33,Sweatshirt,41,Shorts,0.65
3,18.5,17.3,21.1,34,Shirt,41,Shorts,0.64
3,18.5,17.3,21.1,35,Sweater,41,Shorts,0.64
3,18.5,17.3,21.1,42,Sweatshirt,41,Shorts,0.63
4,12.6,98.6,12.0,46,Sweater,52,Skirt,2.98
4,12.6,98.6,12.0,45,Coat,52,Skirt,2.55
4,12.6,98.6,12.0,46,Sweater,50,Skirt,2.52
4,12.6,98.6,12.0,46,Sweater,51,Skirt,2.42
4,12.6,98.6,12.0,44,Coat,52,Skirt,2.4
5,7.9,24.2,25.1,55,Sweatshirt,60,Trousers,2.88
5,7.9,24.2,25.1,54,Sweatshirt,60,Trousers,2.87
5,7.9,24.2,25.1,57,Coat,60,Trousers,2.86
5,7.9,24.2,25.1,58,Jacket,60,Trousers,2.76
5,7.9,24.2,25.1,55,Sweatshirt,61,Skirt,2.57
6,25.9,13.8,14.5,83,Shirt,78,Trousers,2.81
6,25.9,13.8,14.5,83,Shirt,82,Shorts,2.81
6,25.9,13.8,14.5,83,Shirt,73,Skirt,2.68
6,25.9,13.8,14.5,83,Shirt,80,Shorts,2.51
6,25.9,13.8,14.5,83,Shirt,72,Shorts,2.5
7,13.6,80.5,19.4,85,Blazer,92,Trousers,3.01
7,13.6,80.5,19.4,85,Blazer,89,Skirt,2.72
7,13.6,80.5,19.4,87,Shirt,92,Trousers,2.7
7,13.6,80.5,19.4,84,Sweater,92,Trousers,2.52
7,13.6,80.5,19.4,85,Blazer,93,Trousers,2.43
8,29.2,37.8,2.6,98,T-shirt,102,Trousers,3.31
8,29.2,37.8,2.6,98,T-shirt,103,Shorts,3.28
8,29.2,37.8,2.6,108,Blazer,102,Trousers,3.16
8,29.2,37.8,2.6,108,Blazer,103,Shorts,3.13
8,29.2,37.8,2.6,98,T-shirt,99,Trousers,3.01
9,18.9,32.4,2.6,109,Jacket,118,Skirt,1.91
9,18.9,32.4,2.6,124,Shirt,118,Skirt,1.61
9,18.9,32.4,2.6,112,Coat,118,Skirt,1.48
9,18.9,32.4,2.6,112,Coat,115,Shorts,1.29
9,18.9,32.4,2.6,113,Jacket,118,Skirt,1.19
10,7.7,54.6,28.7,129,Coat,138,Skirt,4.04
10,7.7,54.6,28.7,129,Coat,131,Skirt,3.44
10,7.7,54.6,28.7,129,Coat,133,Trousers,3.3
10,7.7,54.6,28.7,129,Coat,135,Skirt,3.29
10,7.7,54.6,28.7,129,Coat,134,Shorts,3.29
11,16.2,82.4,1.3,140,Coat,144,Shorts,1.56
11,16.2,82.4,1.3,142,T-shirt,144,Shorts,1.55
11,16.2,82.4,1.3,141,Sweatshirt,144,Shorts,1.55
11,16.2,82.4,1.3,140,Coat,146,Shorts,1.55
11,16.2,82.4,1.3,142,T-shirt,146,Shorts,1.55
12,18.9,16.1,11.0,152,Blazer,154,Shorts,1.06
12,18.9,16.1,11.0,149,T-shirt,154,Shorts,0.94
12,18.9,16.1,11.0,153,Jacket,154,Shorts,0.94
12,18.9,16.1,11.0,151,Shirt,154,Shorts,0.91
12,18.9,16.1,11.0,149,T-shirt,155,Trousers,0.9
13,13.5,95.1,14.7,162,Blazer,164,Trousers,3.45
13,13.5,95.1,14.7,162,Blazer,165,Skirt,3.29
13,13.5,95.1,14.7,162,Blazer,171,Trousers,3.02
13,13.5,95.1,14.7,160,Blazer,165,Skirt,2.99
13,13.5,95.1,14.7,162,Blazer,167,Shorts,2.84
14,26.8,95.9,17.8,187,Coat,179,Trousers,3.63
14,26.8,95.9,17.8,187,Coat,182,Shorts,3.6
14,26.8,95.9,17.8,187,Coat,183,Skirt,3.6
14,26.8,95.9,17.8,187,Coat,181,Trousers,3.13
14,26.8,95.9,17.8,178,Coat,179,Trousers,2.74
15,25.2,35.4,9.7,205,Blazer,200,Trousers,3.32
15,25.2,35.4,9.7,205,Blazer,198,Trousers,3.0
15,25.2,35.4,9.7,205,Blazer,201,Shorts,2.99
15,25.2,35.4,9.7,205,Blazer,199,Skirt,2.99
15,25.2,35.4,9.7,192,Jacket,200,Trousers,2.84
16,27.5,6.4,12.5,208,Blazer,217,Skirt,2.24
16,27.5,6.4,12.5,212,Shirt,217,Skirt,2.23
16,27.5,6.4,12.5,220,Sweater,222,Shorts,2.07
16,27.5,6.4,12.5,210,Coat,217,Skirt,2.06
16,27.5,6.4,12.5,211,T-shirt,222,Shorts,2.06
17,24.0,28.2,18.4,225,Shirt,233,Trousers,1.06
17,24.0,28.2,18.4,227,Blazer,233,Trousers,1.04
17,24.0,28.2,18.4,225,Shirt,229,Shorts,0.94
17,24.0,28.2,18.4,227,Blazer,229,Shorts,0.93
17,24.0,28.2,18.4,223,T-shirt,233,Trousers,0.76
18,23.9,99.9,11.5,247,Blazer,241,Skirt,1.94
18,23.9,99.9,11.5,238,Blazer,241,Skirt,1.93
18,23.9,99.9,11.5,251,Jacket,239,Skirt,1.92
18,23.9,99.9,11.5,251,Jacket,240,Trousers,1.91
18,23.9,99.9,11.5,244,Jacket,241,Skirt,1.83
19,17.5,9.6,15.5,265,Jacket,258,Skirt,1.3
19,17.5,9.6,15.5,254,Sweatshirt,266,Trousers,1.01
19,17.5,9.6,15.5,254,Sweatshirt,259,Shorts,1.01
19,17.5,9.6,15.5,255,T-shirt,262,Trousers,1.0
19,17.5,9.6,15.5,254,Sweatshirt,258,Skirt,0.88
20,26.2,80.3,20.8,272,Jacket,278,Skirt,3.44
20,26.2,80.3,20.8,270,Blazer,278,Skirt,3.02
20,26.2,80.3,20.8,274,T-shirt,278,Skirt,3.0
20,26.2,80.3,20.8,270,Blazer,279,Skirt,2.55
20,26.2,80.3,20.8,270,Blazer,280,Shorts,2.54
21,25.6,99.8,21.6,293,Sweatshirt,291,Shorts,3.12
21,25.6,99.8,21.6,281,Jacket,291,Shorts,3.11
21,25.6,99.8,21.6,283,Sweatshirt,287,Skirt,3.0
21,25.6,99.8,21.6,283,Sweatshirt,288,Shorts,2.99
21,25.6,99.8,21.6,283,Sweatshirt,290,Shorts,2.99
22,29.3,9.6,15.0,299,Sweatshirt,306,Skirt,2.99
22,29.3,9.6,15.0,300,Jacket,306,Skirt,2.96
22,29.3,9.6,15.0,311,Coat,306,Skirt,2.95
22,29.3,9.6,15.0,303,Shirt,306,Skirt,2.69
22,29.3,9.6,15.0,299,Sweatshirt,310,Skirt,2.39
23,18.3,49.1,22.3,321,Jacket,324,Trousers,1.53
23,18.3,49.1,22.3,317,Sweatshirt,324,Trousers,1.5
23,18.3,49.1,22.3,319,T-shirt,324,Trousers,1.33
23,18.3,49.1,22.3,317,Sweatshirt,323,Skirt,1.32
23,18.3,49.1,22.3,321,Jacket,322,Shorts,1.22
24,-2.9,94.1,15.1,328,Coat,335,Shorts,5.07
24,-2.9,94.1,15.1,340,Sweatshirt,334,Shorts,5.07
24,-2.9,94.1,15.1,340,Sweatshirt,336,Shorts,4.92
24,-2.9,94.1,15.1,328,Coat,334,Shorts,4.82
24,-2.9,94.1,15.1,339,Sweatshirt,334,Shorts,4.81
25,-1.8,41.1,22.5,360,Jacket,355,Trousers,4.21
25,-1.8,41.1,22.5,349,Sweater,353,Trousers,4.06
25,-1.8,41.1,22.5,349,Sweater,352,Trousers,4.05
25,-1.8,41.1,22.5,360,Jacket,354,Skirt,4.01
25,-1.8,41.1,22.5,349,Sweater,355,Trousers,3.93
26,1.7,78.7,20.9,364,Coat,370,Shorts,4.64
26,1.7,78.7,20.9,361,T-shirt,370,Shorts,4.23
26,1.7,78.7,20.9,361,T-shirt,367,Trousers,4.22
26,1.7,78.7,20.9,364,Coat,367,Trousers,4.21
26,1.7,78.7,20.9,363,Blazer,370,Shorts,4.03
27,17.6,84.3,10.5,387,Jacket,380,Skirt,1.58
27,17.6,84.3,10.5,375,T-shirt,380,Skirt,1.45
27,17.6,84.3,10.5,385,Sweater,380,Skirt,1.29
27,17.6,84.3,10.5,374,Sweater,380,Skirt,1.19
27,17.6,84.3,10.5,386,Shirt,380,Skirt,1.18
28,12.2,97.1,21.2,390,T-shirt,397,Shorts,2.55
28,12.2,97.1,21.2,392,Blazer,397,Shorts,2.45
28,12.2,97.1,21.2,392,Blazer,398,Skirt,2.45
28,12.2,97.1,21.2,389,Blazer,397,Shorts,2.15
28,12.2,97.1,21.2,389,Blazer,398,Skirt,2.14
29,5.6,1.3,7.9,403,Blazer,406,Shorts,2.13
29,5.6,1.3,7.9,402,Blazer,406,Shorts,2.12
29,5.6,1.3,7.9,403,Blazer,407,Trousers,2.08
29,5.6,1.3,7.9,402,Blazer,407,Trousers,2.07
29,5.6,1.3,7.9,399,Sweater,406,Shorts,1.85
30,4.8,0.6,0.2,410,Coat,416,Shorts,4.17
30,4.8,0.6,0.2,410,Coat,418,Skirt,4.0
30,4.8,0.6,0.2,410,Coat,426,Skirt,3.88
30,4.8,0.6,0.2,410,Coat,414,Shorts,3.88
30,4.8,0.6,0.2,413,Coat,416,Shorts,3.87
31,4.9,84.9,10.2,437,Jacket,442,Shorts,5.07
31,4.9,84.9,10.2,437,Jacket,433,Trousers,4.9
31,4.9,84.9,10.2,437,Jacket,434,Trousers,4.77
31,4.9,84.9,10.2,437,Jacket,436,Shorts,4.6
31,4.9,84.9,10.2,438,Sweater,442,Shorts,4.49
32,19.5,55.9,18.6,462,Shirt,455,Trousers,1.62
32,19.5,55.9,18.6,449,Shirt,457,Shorts,1.31
32,19.5,55.9,18.6,449,Shirt,455,Trousers,1.19
32,19.5,55.9,18.6,462,Shirt,451,Shorts,1.18
32,19.5,55.9,18.6,462,Shirt,454,Shorts,1.17
33,9.3,91.4,29.2,468,Coat,470,Skirt,3.42
33,9.3,91.4,29.2,468,Coat,471,Shorts,3.28
33,9.3,91.4,29.2,465,Sweatshirt,471,Shorts,3.25
33,9.3,91.4,29.2,468,Coat,472,Skirt,3.02
33,9.3,91.4,29.2,468,Coat,473,Skirt,3.02
34,17.5,59.3,22.0,478,Blazer,486,Skirt,1.05
34,17.5,59.3,22.0,478,Blazer,482,Skirt,0.93
34,17.5,59.3,22.0,481,Coat,482,Skirt,0.89
34,17.5,59.3,22.0,480,Sweatshirt,483,Trousers,0.73
34,17.5,59.3,22.0,478,Blazer,484,Skirt,0.65
35,17.2,93.7,26.4,488,Jacket,497,Trousers,2.22
35,17.2,93.7,26.4,488,Jacket,495,Skirt,2.12
35,17.2,93.7,26.4,488,Jacket,496,Skirt,2.11
35,17.2,93.7,26.4,499,Sweatshirt,495,Skirt,2.11
35,17.2,93.7,26.4,488,Jacket,493,Shorts,2.11
36,1.3,54.8,15.7,505,Jacket,509,Shorts,4.17
36,1.3,54.8,15.7,505,Jacket,514,Trousers,3.9
36,1.3,54.8,15.7,504,Coat,514,Trousers,3.88
