user_id,temperature,rain_chance,wind_speed,top_id,top_name,bottom_id,bottom_name,score,top_type,top_color,top_material,top_size,top_style,top_favorite,top_special_property,bottom_type,bottom_color,bottom_material,bottom_size,bottom_style,bottom_favorite,bottom_special_property
4,12.3,99.9,24.5,44,Coat,52,Skirt,2.4,Coat,Blue,Cotton,XS,Evening,0,Breathable,Skirt,Gray,Polyester,XXL,Formal,0,
5,14.0,13.9,14.7,55,Sweatshirt,60,Trousers,2.28,Sweatshirt,Beige,Cotton,L,Evening,0,,Trousers,Beige,Linen,XXL,Evening,0,Non-restrictive
5,14.0,13.9,14.7,54,Sweatshirt,60,Trousers,2.27,Sweatshirt,Beige,Polyester,M,Casual,0,Quick-drying,Trousers,Beige,Linen,XXL,Evening,0,Non-restrictive
5,14.0,13.9,14.7,57,Coat,60,Trousers,2.26,Coat,Beige,Denim,M,Formal,0,Anti-chafing,Trousers,Beige,Linen,XXL,Evening,0,Non-restrictive
5,14.0,13.9,14.7,58,Jacket,60,Trousers,2.16,Jacket,Black,Polyester,XXL,Evening,0,Non-restrictive,Trousers,Beige,Linen,XXL,Evening,0,Non-restrictive
5,14.0,13.9,14.7,55,Sweatshirt,61,Skirt,1.97,Sweatshirt,Beige,Cotton,L,Evening,0,,Skirt,Beige,Linen,XL,Evening,0,
6,27.2,50.0,0.4,83,Shirt,73,Skirt,3.88,Shirt,Blue,Polyester,XL,Sporty,0,Quick-drying,Skirt,White,Cotton,S,Evening,0,Quick-drying
6,27.2,50.0,0.4,83,Shirt,78,Trousers,3.41,Shirt,Blue,Polyester,XL,Sporty,0,Quick-drying,Trousers,Blue,Cotton,M,Evening,0,Non-restrictive
6,27.2,50.0,0.4,83,Shirt,82,Shorts,3.41,Shirt,Blue,Polyester,XL,Sporty,0,Quick-drying,Shorts,Blue,Linen,XS,Evening,1,
6,27.2,50.0,0.4,83,Shirt,80,Shorts,3.11,Shirt,Blue,Polyester,XL,Sporty,0,Quick-drying,Shorts,Blue,Cotton,XXL,Casual,0,
6,27.2,50.0,0.4,83,Shirt,72,Shorts,3.1,Shirt,Blue,Polyester,XL,Sporty,0,Quick-drying,Shorts,Blue,Linen,XS,Casual,0,Anti-chafing
7,13.1,91.6,26.4,85,Blazer,92,Trousers,3.01,Blazer,Black,Polyester,XXL,Formal,0,Non-restrictive,Trousers,Green,Polyester,L,Formal,0,
7,13.1,91.6,26.4,85,Blazer,89,Skirt,2.72,Blazer,Black,Polyester,XXL,Formal,0,Non-restrictive,Skirt,Green,Cotton,XXL,Casual,1,
7,13.1,91.6,26.4,87,Shirt,92,Trousers,2.7,Shirt,White,Leather,XXL,Formal,0,,Trousers,Green,Polyester,L,Formal,0,
7,13.1,91.6,26.4,84,Sweater,92,Trousers,2.52,Sweater,Green,Linen,XL,Evening,0,Anti-chafing,Trousers,Green,Polyester,L,Formal,0,
7,13.1,91.6,26.4,85,Blazer,93,Trousers,2.43,Blazer,Black,Polyester,XXL,Formal,0,Non-restrictive,Trousers,Beige,Cotton,XS,Casual,0,
8,30.0,4.1,29.7,98,T-shirt,102,Trousers,2.71,T-shirt,Blue,Linen,S,Evening,1,Quick-drying,Trousers,Gray,Polyester,M,Casual,0,
8,30.0,4.1,29.7,98,T-shirt,103,Shorts,2.68,T-shirt,Blue,Linen,S,Evening,1,Quick-drying,Shorts,Gray,Polyester,M,Casual,0,
8,30.0,4.1,29.7,108,Blazer,102,Trousers,2.56,Blazer,Gray,Cotton,XXL,Sporty,0,Quick-drying,Trousers,Gray,Polyester,M,Casual,0,
8,30.0,4.1,29.7,104,T-shirt,99,Trousers,2.55,T-shirt,Black,Cotton,M,Formal,0,Breathable,Trousers,Black,Linen,L,Evening,0,
8,30.0,4.1,29.7,108,Blazer,103,Shorts,2.53,Blazer,Gray,Cotton,XXL,Sporty,0,Quick-drying,Shorts,Gray,Polyester,M,Casual,0,
9,-0.6,32.0,20.4,110,Sweatshirt,118,Skirt,5.03,Sweatshirt,Black,Denim,XXL,Sporty,0,Insulated,Skirt,White,Wool,XXL,Evening,0,Quick-drying
9,-0.6,32.0,20.4,109,Jacket,118,Skirt,4.91,Jacket,White,Cotton,S,Sporty,0,Waterproof,Skirt,White,Wool,XXL,Evening,0,Quick-drying
9,-0.6,32.0,20.4,124,Shirt,118,Skirt,4.61,Shirt,White,Cotton,M,Evening,0,Non-restrictive,Skirt,White,Wool,XXL,Evening,0,Quick-drying
9,-0.6,32.0,20.4,112,Coat,118,Skirt,4.48,Coat,Beige,Leather,XL,Formal,1,Non-restrictive,Skirt,White,Wool,XXL,Evening,0,Quick-drying
9,-0.6,32.0,20.4,113,Jacket,118,Skirt,4.19,Jacket,Red,Polyester,XXL,Formal,0,Non-restrictive,Skirt,White,Wool,XXL,Evening,0,Quick-drying
10,11.5,65.1,25.9,129,Coat,138,Skirt,4.04,Coat,Gray,Polyester,XXL,Casual,1,Quick-drying,Skirt,Gray,Linen,M,Casual,0,Quick-drying
10,11.5,65.1,25.9,129,Coat,131,Skirt,3.44,Coat,Gray,Polyester,XXL,Casual,1,Quick-drying,Skirt,Gray,Polyester,XS,Sporty,0,Anti-chafing
10,11.5,65.1,25.9,129,Coat,133,Trousers,3.3,Coat,Gray,Polyester,XXL,Casual,1,Quick-drying,Trousers,White,Cotton,XL,Casual,0,Non-restrictive
10,11.5,65.1,25.9,129,Coat,135,Skirt,3.29,Coat,Gray,Polyester,XXL,Casual,1,Quick-drying,Skirt,Blue,Wool,XL,Evening,0,
10,11.5,65.1,25.9,129,Coat,134,Shorts,3.29,Coat,Gray,Polyester,XXL,Casual,1,Quick-drying,Shorts,Blue,Denim,XXL,Sporty,0,
11,18.9,10.1,26.1,143,Jacket,148,Skirt,1.53,Jacket,Beige,Wool,XXL,Casual,1,Quick-drying,Skirt,Gray,Wool,XL,Casual,0,Non-restrictive
11,18.9,10.1,26.1,140,Coat,147,Shorts,1.36,Coat,Red,Leather,M,Casual,0,,Shorts,Red,Cotton,XL,Casual,0,
11,18.9,10.1,26.1,143,Jacket,144,Shorts,1.25,Jacket,Beige,Wool,XXL,Casual,1,Quick-drying,Shorts,Gray,Leather,M,Formal,0,
11,18.9,10.1,26.1,143,Jacket,146,Shorts,1.24,Jacket,Beige,Wool,XXL,Casual,1,Quick-drying,Shorts,Blue,Leather,XL,Sporty,0,
11,18.9,10.1,26.1,140,Coat,148,Skirt,1.23,Coat,Red,Leather,M,Casual,0,,Skirt,Gray,Wool,XL,Casual,0,Non-restrictive
12,25.3,91.6,0.3,151,Shirt,157,Skirt,3.0,Shirt,Beige,Leather,XS,Formal,1,Quick-drying,Skirt,Gray,Polyester,XXL,Evening,0,
12,25.3,91.6,0.3,151,Shirt,156,Skirt,2.99,Shirt,Beige,Leather,XS,Formal,1,Quick-drying,Skirt,Blue,Linen,L,Sporty,0,Quick-drying
12,25.3,91.6,0.3,151,Shirt,154,Shorts,2.71,Shirt,Beige,Leather,XS,Formal,1,Quick-drying,Shorts,Gray,Leather,L,Evening,0,Non-restrictive
12,25.3,91.6,0.3,151,Shirt,155,Trousers,2.68,Shirt,Beige,Leather,XS,Formal,1,Quick-drying,Trousers,Green,Leather,L,Casual,0,Non-restrictive
12,25.3,91.6,0.3,152,Blazer,157,Skirt,2.55,Blazer,Gray,Cotton,XS,Casual,0,,Skirt,Gray,Polyester,XXL,Evening,0,
13,27.0,39.8,21.0,172,Jacket,168,Shorts,3.28,Jacket,Red,Cotton,S,Formal,0,Quick-drying,Shorts,Green,Cotton,XS,Casual,0,Breathable
13,27.0,39.8,21.0,173,T-shirt,168,Shorts,3.12,T-shirt,Green,Wool,S,Sporty,0,Quick-drying,Shorts,Green,Cotton,XS,Casual,0,Breathable
13,27.0,39.8,21.0,172,Jacket,165,Skirt,2.98,Jacket,Red,Cotton,S,Formal,0,Quick-drying,Skirt,Gray,Polyester,S,Formal,1,
13,27.0,39.8,21.0,172,Jacket,166,Skirt,2.97,Jacket,Red,Cotton,S,Formal,0,Quick-drying,Skirt,Blue,Linen,M,Formal,0,Non-restrictive
13,27.0,39.8,21.0,162,Blazer,168,Shorts,2.81,Blazer,Green,Polyester,XXL,Formal,1,,Shorts,Green,Cotton,XS,Casual,0,Breathable
14,16.1,96.0,25.8,187,Coat,181,Trousers,2.53,Coat,Green,Polyester,XXL,Sporty,1,Breathable,Trousers,Green,Denim,XXL,Formal,1,
14,16.1,96.0,25.8,187,Coat,179,Trousers,2.43,Coat,Green,Polyester,XXL,Sporty,1,Breathable,Trousers,Blue,Linen,XL,Formal,1,Non-restrictive
14,16.1,96.0,25.8,187,Coat,183,Skirt,2.4,Coat,Green,Polyester,XXL,Sporty,1,Breathable,Skirt,White,Polyester,M,Formal,0,
14,16.1,96.0,25.8,184,Coat,183,Skirt,2.23,Coat,White,Denim,XXL,Formal,1,,Skirt,White,Polyester,M,Formal,0,
14,16.1,96.0,25.8,178,Coat,179,Trousers,2.14,Coat,Beige,Polyester,S,Casual,0,,Trousers,Blue,Linen,XL,Formal,1,Non-restrictive
15,6.0,25.4,15.4,202,Blazer,201,Shorts,2.52,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive,Shorts,Beige,Polyester,XS,Formal,0,
15,6.0,25.4,15.4,202,Blazer,199,Skirt,2.51,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive,Skirt,Beige,Leather,XS,Casual,0,Breathable
15,6.0,25.4,15.4,193,Coat,197,Shorts,2.5,Coat,Red,Wool,M,Sporty,1,,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
15,6.0,25.4,15.4,202,Blazer,200,Trousers,2.42,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive,Trousers,Black,Cotton,L,Sporty,1,Anti-chafing
15,6.0,25.4,15.4,202,Blazer,197,Shorts,2.4,Blazer,Beige,Cotton,M,Evening,1,Non-restrictive,Shorts,Red,Wool,XL,Sporty,1,Anti-chafing
16,19.9,43.7,22.5,209,T-shirt,214,Trousers,1.9,T-shirt,Green,Denim,XL,Casual,0,Quick-drying,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,19.9,43.7,22.5,209,T-shirt,215,Shorts,1.49,T-shirt,Green,Denim,XL,Casual,0,Quick-drying,Shorts,Blue,Denim,XL,Casual,0,Quick-drying
16,19.9,43.7,22.5,218,Blazer,214,Trousers,1.31,Blazer,Green,Denim,XS,Sporty,0,,Trousers,Green,Leather,M,Formal,1,Non-restrictive
16,19.9,43.7,22.5,209,T-shirt,217,Skirt,1.21,T-shirt,Green,Denim,XL,Casual,0,Quick-drying,Skirt,Black,Cotton,S,Casual,1,
16,19.9,43.7,22.5,209,T-shirt,222,Shorts,1.2,T-shirt,Green,Denim,XL,Casual,0,Quick-drying,Shorts,Blue,Cotton,S,Formal,1,
17,27.8,46.4,25.2,227,Blazer,231,Skirt,4.2,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Skirt,Beige,Polyester,L,Formal,0,Quick-drying
17,27.8,46.4,25.2,225,Shirt,231,Skirt,3.02,Shirt,Green,Leather,XS,Evening,1,Breathable,Skirt,Beige,Polyester,L,Formal,0,Quick-drying
17,27.8,46.4,25.2,227,Blazer,230,Shorts,3.01,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Shorts,White,Wool,S,Evening,0,Breathable
17,27.8,46.4,25.2,227,Blazer,233,Trousers,2.84,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Trousers,Green,Wool,XXL,Formal,0,
17,27.8,46.4,25.2,227,Blazer,229,Shorts,2.73,Blazer,Green,Cotton,XXL,Sporty,1,Quick-drying,Shorts,Red,Wool,XXL,Sporty,1,Anti-chafing
18,25.8,92.8,2.4,247,Blazer,239,Skirt,3.91,Blazer,Red,Polyester,M,Formal,0,Breathable,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,25.8,92.8,2.4,247,Blazer,241,Skirt,3.74,Blazer,Red,Polyester,M,Formal,0,Breathable,Skirt,Red,Polyester,XXL,Formal,0,
18,25.8,92.8,2.4,244,Jacket,239,Skirt,3.62,Jacket,Beige,Polyester,XL,Evening,1,,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,25.8,92.8,2.4,234,Sweatshirt,239,Skirt,3.31,Sweatshirt,Beige,Linen,L,Formal,0,Breathable,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
18,25.8,92.8,2.4,236,Jacket,239,Skirt,3.3,Jacket,White,Polyester,XXL,Formal,0,Windproof,Skirt,Blue,Polyester,S,Formal,0,Quick-drying
19,7.5,50.7,10.1,265,Jacket,258,Skirt,3.7,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Skirt,Beige,Cotton,S,Evening,1,Quick-drying
19,7.5,50.7,10.1,265,Jacket,260,Shorts,3.0,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Shorts,Black,Denim,S,Sporty,0,Quick-drying
19,7.5,50.7,10.1,256,Sweatshirt,258,Skirt,3.0,Sweatshirt,Gray,Polyester,S,Formal,0,Quick-drying,Skirt,Beige,Cotton,S,Evening,1,Quick-drying
19,7.5,50.7,10.1,265,Jacket,266,Trousers,2.99,Jacket,Beige,Cotton,L,Formal,1,Waterproof,Trousers,Red,Leather,L,Evening,0,Quick-drying
19,7.5,50.7,10.1,254,Sweatshirt,266,Trousers,2.81,Sweatshirt,Red,Cotton,S,Casual,1,Breathable,Trousers,Red,Leather,L,Evening,0,Quick-drying
20,16.2,30.2,2.8,272,Jacket,278,Skirt,1.64,Jacket,Green,Cotton,XXL,Evening,0,Breathable,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,16.2,30.2,2.8,270,Blazer,278,Skirt,1.22,Blazer,Beige,Cotton,M,Evening,0,Breathable,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,16.2,30.2,2.8,271,Coat,278,Skirt,1.22,Coat,Black,Linen,XXL,Formal,0,Anti-chafing,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,16.2,30.2,2.8,273,Coat,278,Skirt,1.22,Coat,White,Linen,S,Formal,0,Insulated,Skirt,Green,Leather,L,Casual,1,Quick-drying
20,16.2,30.2,2.8,274,T-shirt,278,Skirt,1.2,T-shirt,Red,Polyester,M,Casual,0,,Skirt,Green,Leather,L,Casual,1,Quick-drying
21,10.9,11.6,8.7,285,Shirt,297,Skirt,2.49,Shirt,Black,Polyester,L,Evening,1,,Skirt,Black,Denim,XS,Casual,1,
21,10.9,11.6,8.7,283,Sweatshirt,297,Skirt,2.35,Sweatshirt,White,Polyester,XL,Sporty,0,Non-restrictive,Skirt,Black,Denim,XS,Casual,1,
21,10.9,11.6,8.7,294,Jacket,287,Skirt,2.21,Jacket,Beige,Cotton,XL,Casual,0,Non-restrictive,Skirt,Beige,Polyester,M,Formal,0,
21,10.9,11.6,8.7,282,Shirt,297,Skirt,2.21,Shirt,Black,Linen,XL,Evening,0,Breathable,Skirt,Black,Denim,XS,Casual,1,
21,10.9,11.6,8.7,284,Sweater,297,Skirt,2.21,Sweater,Black,Linen,XXL,Sporty,0,Anti-chafing,Skirt,Black,Denim,XS,Casual,1,
22,29.7,37.9,1.6,299,Sweatshirt,306,Skirt,3.59,Sweatshirt,Green,Linen,L,Sporty,0,Breathable,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,29.7,37.9,1.6,300,Jacket,306,Skirt,3.56,Jacket,Black,Linen,M,Casual,1,Windproof,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,29.7,37.9,1.6,311,Coat,306,Skirt,3.55,Coat,Black,Cotton,S,Evening,0,Non-restrictive,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,29.7,37.9,1.6,303,Shirt,306,Skirt,3.29,Shirt,Green,Linen,XXL,Casual,1,,Skirt,White,Polyester,XL,Evening,1,Quick-drying
22,29.7,37.9,1.6,299,Sweatshirt,310,Skirt,2.99,Sweatshirt,Green,Linen,L,Sporty,0,Breathable,Skirt,Blue,Leather,L,Evening,1,Quick-drying
23,22.8,57.4,24.6,321,Jacket,324,Trousers,1.53,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Trousers,Red,Linen,M,Formal,0,Quick-drying
23,22.8,57.4,24.6,317,Sweatshirt,324,Trousers,1.5,Sweatshirt,Beige,Leather,XXL,Evening,0,Quick-drying,Trousers,Red,Linen,M,Formal,0,Quick-drying
23,22.8,57.4,24.6,319,T-shirt,324,Trousers,1.33,T-shirt,Red,Polyester,L,Evening,0,Anti-chafing,Trousers,Red,Linen,M,Formal,0,Quick-drying
23,22.8,57.4,24.6,317,Sweatshirt,323,Skirt,1.32,Sweatshirt,Beige,Leather,XXL,Evening,0,Quick-drying,Skirt,Beige,Cotton,S,Formal,0,
23,22.8,57.4,24.6,321,Jacket,322,Shorts,1.22,Jacket,Black,Linen,S,Casual,1,Non-restrictive,Shorts,Red,Denim,L,Evening,1,Anti-chafing
24,8.3,61.6,16.0,329,T-shirt,335,Shorts,2.49,T-shirt,White,Wool,M,Formal,0,Quick-drying,Shorts,White,Leather,XXL,Evening,0,
24,8.3,61.6,16.0,330,Sweatshirt,332,Trousers,2.4,Sweatshirt,Beige,Denim,M,Sporty,0,Quick-drying,Trousers,Blue,Denim,S,Formal,1,
24,8.3,61.6,16.0,330,Sweatshirt,336,Shorts,2.4,Sweatshirt,Beige,Denim,M,Sporty,0,Quick-drying,Shorts,Gray,Denim,XL,Sporty,1,Breathable
24,8.3,61.6,16.0,329,T-shirt,332,Trousers,2.39,T-shirt,White,Wool,M,Formal,0,Quick-drying,Trousers,Blue,Denim,S,Formal,1,
24,8.3,61.6,16.0,329,T-shirt,336,Shorts,2.39,T-shirt,White,Wool,M,Formal,0,Quick-drying,Shorts,Gray,Denim,XL,Sporty,1,Breathable
25,-0.4,86.9,22.5,349,Sweater,353,Trousers,4.66,Sweater,White,Linen,M,Casual,1,Non-restrictive,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,-0.4,86.9,22.5,360,Jacket,354,Skirt,4.61,Jacket,Beige,Linen,XS,Evening,0,Insulated,Skirt,Beige,Polyester,M,Evening,0,
25,-0.4,86.9,22.5,346,Blazer,353,Trousers,4.55,Blazer,Gray,Polyester,XXL,Casual,0,Non-restrictive,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,-0.4,86.9,22.5,360,Jacket,353,Trousers,4.52,Jacket,Beige,Linen,XS,Evening,0,Insulated,Trousers,White,Polyester,S,Evening,1,Anti-chafing
25,-0.4,86.9,22.5,347,Blazer,353,Trousers,4.51,Blazer,Black,Polyester,XL,Casual,0,,Trousers,White,Polyester,S,Evening,1,Anti-chafing
26,2.4,32.8,20.4,372,T-shirt,367,Trousers,4.2,T-shirt,Blue,Denim,M,Casual,0,Quick-drying,Trousers,Green,Wool,S,Formal,1,
26,2.4,32.8,20.4,362,T-shirt,367,Trousers,3.93,T-shirt,White,Cotton,S,Formal,1,,Trousers,Green,Wool,S,Formal,1,
26,2.4,32.8,20.4,365,Coat,367,Trousers,3.62,Coat,White,Cotton,M,Evening,0,,Trousers,Green,Wool,S,Formal,1,
26,2.4,32.8,20.4,361,T-shirt,367,Trousers,3.62,T-shirt,Black,Polyester,M,Evening,0,Breathable,Trousers,Green,Wool,S,Formal,1,
26,2.4,32.8,20.4,372,T-shirt,370,Shorts,3.61,T-shirt,Blue,Denim,M,Casual,0,Quick-drying,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
27,-2.7,6.8,13.2,386,Shirt,379,Shorts,4.2,Shirt,White,Wool,L,Sporty,1,Quick-drying,Shorts,Gray,Wool,S,Formal,0,
27,-2.7,6.8,13.2,386,Shirt,382,Shorts,3.63,Shirt,White,Wool,L,Sporty,1,Quick-drying,Shorts,Beige,Linen,L,Formal,0,Breathable
27,-2.7,6.8,13.2,386,Shirt,384,Trousers,3.62,Shirt,White,Wool,L,Sporty,1,Quick-drying,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,-2.7,6.8,13.2,374,Sweater,379,Shorts,3.62,Sweater,White,Linen,M,Evening,1,,Shorts,Gray,Wool,S,Formal,0,
27,-2.7,6.8,13.2,386,Shirt,383,Shorts,3.61,Shirt,White,Wool,L,Sporty,1,Quick-drying,Shorts,Blue,Linen,L,Casual,0,
28,26.0,84.4,19.0,392,Blazer,397,Shorts,3.05,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Shorts,Gray,Polyester,XS,Formal,0,Anti-chafing
28,26.0,84.4,19.0,392,Blazer,398,Skirt,3.05,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Skirt,Red,Polyester,S,Casual,0,
28,26.0,84.4,19.0,392,Blazer,395,Trousers,3.04,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Trousers,Beige,Linen,XS,Casual,0,Quick-drying
28,26.0,84.4,19.0,392,Blazer,394,Trousers,2.46,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Trousers,Red,Denim,XS,Formal,0,Quick-drying
28,26.0,84.4,19.0,392,Blazer,396,Shorts,2.44,Blazer,Green,Linen,XS,Formal,1,Quick-drying,Shorts,Gray,Denim,L,Sporty,0,Breathable
29,17.4,3.3,15.5,403,Blazer,406,Shorts,0.93,Blazer,White,Cotton,S,Evening,0,,Shorts,Black,Cotton,S,Casual,1,
29,17.4,3.3,15.5,402,Blazer,406,Shorts,0.92,Blazer,White,Wool,M,Casual,0,,Shorts,Black,Cotton,S,Casual,1,
29,17.4,3.3,15.5,403,Blazer,407,Trousers,0.88,Blazer,White,Cotton,S,Evening,0,,Trousers,Black,Polyester,S,Evening,0,Non-restrictive
29,17.4,3.3,15.5,402,Blazer,407,Trousers,0.87,Blazer,White,Wool,M,Casual,0,,Trousers,Black,Polyester,S,Evening,0,Non-restrictive
29,17.4,3.3,15.5,399,Sweater,406,Shorts,0.65,Sweater,Beige,Denim,S,Evening,0,,Shorts,Black,Cotton,S,Casual,1,
30,-2.2,39.5,13.9,410,Coat,415,Trousers,4.17,Coat,Green,Denim,L,Formal,0,Insulated,Trousers,Beige,Denim,S,Evening,0,Quick-drying
30,-2.2,39.5,13.9,410,Coat,416,Shorts,4.17,Coat,Green,Denim,L,Formal,0,Insulated,Shorts,Beige,Wool,XL,Sporty,0,
30,-2.2,39.5,13.9,412,Sweater,414,Shorts,4.01,Sweater,Red,Cotton,S,Sporty,0,Quick-drying,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,-2.2,39.5,13.9,410,Coat,418,Skirt,4.0,Coat,Green,Denim,L,Formal,0,Insulated,Skirt,Green,Linen,XXL,Formal,0,
30,-2.2,39.5,13.9,412,Sweater,415,Trousers,3.89,Sweater,Red,Cotton,S,Sporty,0,Quick-drying,Trousers,Beige,Denim,S,Evening,0,Quick-drying
31,1.9,33.0,8.9,438,Sweater,442,Shorts,4.49,Sweater,White,Linen,L,Sporty,0,Insulated,Shorts,Red,Wool,L,Evening,1,Anti-chafing
31,1.9,33.0,8.9,437,Jacket,442,Shorts,4.47,Jacket,Beige,Denim,XS,Formal,1,Waterproof,Shorts,Red,Wool,L,Evening,1,Anti-chafing
31,1.9,33.0,8.9,430,Coat,434,Trousers,4.31,Coat,Gray,Cotton,L,Casual,1,Non-restrictive,Trousers,Gray,Wool,M,Sporty,0,
31,1.9,33.0,8.9,437,Jacket,433,Trousers,4.3,Jacket,Beige,Denim,XS,Formal,1,Waterproof,Trousers,Beige,Cotton,M,Casual,1,
31,1.9,33.0,8.9,430,Coat,442,Shorts,4.19,Coat,Gray,Cotton,L,Casual,1,Non-restrictive,Shorts,Red,Wool,L,Evening,1,Anti-chafing
32,21.8,43.0,28.0,464,Coat,452,Trousers,1.63,Coat,Black,Leather,XS,Formal,1,Anti-chafing,Trousers,Black,Cotton,XL,Formal,0,
32,21.8,43.0,28.0,461,Coat,455,Trousers,1.63,Coat,Gray,Leather,XS,Evening,0,,Trousers,Gray,Cotton,XXL,Sporty,1,
32,21.8,43.0,28.0,462,Shirt,455,Trousers,1.62,Shirt,Gray,Cotton,L,Casual,0,Quick-drying,Trousers,Gray,Cotton,XXL,Sporty,1,
32,21.8,43.0,28.0,464,Coat,455,Trousers,1.51,Coat,Black,Leather,XS,Formal,1,Anti-chafing,Trousers,Gray,Cotton,XXL,Sporty,1,
32,21.8,43.0,28.0,464,Coat,457,Shorts,1.47,Coat,Black,Leather,XS,Formal,1,Anti-chafing,Shorts,White,Leather,XS,Casual,0,
