user_id,temperature,rain_chance,wind_speed,outer_id,outer_name,top_id,top_name,bottom_id,bottom_name,score,top_type,top_color,top_material,top_size,top_season,top_style,top_favorite,top_special_property,bottom_type,bottom_color,bottom_material,bottom_size,bottom_season,bottom_style,bottom_favorite,bottom_special_property,outer_type,outer_color,outer_material,outer_size,outer_season,outer_style,outer_favorite,outer_special_property,has_outer
6,27.2,50.0,0.4,0.0,missing,83.0,Shirt,80.0,Shorts,3.11,Shirt,Blue,Polyester,XL,missing,Sporty,0.0,Quick-drying,Shorts,Blue,Cotton,XXL,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
6,27.2,50.0,0.4,0.0,missing,83.0,Shirt,72.0,Shorts,3.1,Shirt,Blue,Polyester,XL,missing,Sporty,0.0,Quick-drying,Shorts,Blue,Linen,XS,missing,Casual,0.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
7,13.1,91.6,26.4,0.0,missing,85.0,Blazer,92.0,Trousers,3.01,Blazer,Black,Polyester,XXL,missing,Formal,0.0,Non-restrictive,Trousers,Green,Polyester,L,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
7,13.1,91.6,26.4,0.0,missing,85.0,Blazer,89.0,Skirt,2.72,Blazer,Black,Polyester,XXL,missing,Formal,0.0,Non-restrictive,Skirt,Green,Cotton,XXL,missing,Casual,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
7,13.1,91.6,26.4,0.0,missing,87.0,Shirt,92.0,Trousers,2.7,Shirt,White,Leather,XXL,missing,Formal,0.0,missing,Trousers,Green,Polyester,L,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
7,13.1,91.6,26.4,0.0,missing,84.0,Sweater,92.0,Trousers,2.52,Sweater,Green,Linen,XL,missing,Evening,0.0,Anti-chafing,Trousers,Green,Polyester,L,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
7,13.1,91.6,26.4,0.0,missing,85.0,Blazer,93.0,Trousers,2.43,Blazer,Black,Polyester,XXL,missing,Formal,0.0,Non-restrictive,Trousers,Beige,Cotton,XS,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
8,30.0,4.1,29.7,0.0,missing,98.0,T-shirt,102.0,Trousers,2.71,T-shirt,Blue,Linen,S,missing,Evening,1.0,Quick-drying,Trousers,Gray,Polyester,M,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
8,30.0,4.1,29.7,0.0,missing,98.0,T-shirt,103.0,Shorts,2.68,T-shirt,Blue,Linen,S,missing,Evening,1.0,Quick-drying,Shorts,Gray,Polyester,M,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
8,30.0,4.1,29.7,0.0,missing,108.0,Blazer,102.0,Trousers,2.56,Blazer,Gray,Cotton,XXL,missing,Sporty,0.0,Quick-drying,Trousers,Gray,Polyester,M,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
8,30.0,4.1,29.7,0.0,missing,104.0,T-shirt,99.0,Trousers,2.55,T-shirt,Black,Cotton,M,missing,Formal,0.0,Breathable,Trousers,Black,Linen,L,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
8,30.0,4.1,29.7,0.0,missing,108.0,Blazer,103.0,Shorts,2.53,Blazer,Gray,Cotton,XXL,missing,Sporty,0.0,Quick-drying,Shorts,Gray,Polyester,M,missing,Casual,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
9,-0.6,32.0,20.4,0.0,missing,110.0,Sweatshirt,118.0,Skirt,5.03,Sweatshirt,Black,Denim,XXL,missing,Sporty,0.0,Insulated,Skirt,White,Wool,XXL,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
9,-0.6,32.0,20.4,109.0,Jacket,-1.0,missing,118.0,Skirt,4.91,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Wool,XXL,missing,Evening,0.0,Quick-drying,Jacket,White,Cotton,S,missing,Sporty,0.0,Waterproof,1
9,-0.6,32.0,20.4,0.0,missing,124.0,Shirt,118.0,Skirt,4.61,Shirt,White,Cotton,M,missing,Evening,0.0,Non-restrictive,Skirt,White,Wool,XXL,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
9,-0.6,32.0,20.4,112.0,Coat,-1.0,missing,118.0,Skirt,4.48,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Wool,XXL,missing,Evening,0.0,Quick-drying,Coat,Beige,Leather,XL,missing,Formal,1.0,Non-restrictive,1
9,-0.6,32.0,20.4,113.0,Jacket,-1.0,missing,118.0,Skirt,4.19,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Wool,XXL,missing,Evening,0.0,Quick-drying,Jacket,Red,Polyester,XXL,missing,Formal,0.0,Non-restrictive,1
10,11.5,65.1,25.9,129.0,Coat,-1.0,missing,138.0,Skirt,4.04,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Gray,Linen,M,missing,Casual,0.0,Quick-drying,Coat,Gray,Polyester,XXL,missing,Casual,1.0,Quick-drying,1
10,11.5,65.1,25.9,129.0,Coat,-1.0,missing,131.0,Skirt,3.44,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Gray,Polyester,XS,missing,Sporty,0.0,Anti-chafing,Coat,Gray,Polyester,XXL,missing,Casual,1.0,Quick-drying,1
10,11.5,65.1,25.9,129.0,Coat,-1.0,missing,133.0,Trousers,3.3,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,White,Cotton,XL,missing,Casual,0.0,Non-restrictive,Coat,Gray,Polyester,XXL,missing,Casual,1.0,Quick-drying,1
10,11.5,65.1,25.9,129.0,Coat,-1.0,missing,135.0,Skirt,3.29,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Wool,XL,missing,Evening,0.0,missing,Coat,Gray,Polyester,XXL,missing,Casual,1.0,Quick-drying,1
10,11.5,65.1,25.9,129.0,Coat,-1.0,missing,134.0,Shorts,3.29,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Denim,XXL,missing,Sporty,0.0,missing,Coat,Gray,Polyester,XXL,missing,Casual,1.0,Quick-drying,1
11,18.9,10.1,26.1,143.0,Jacket,-1.0,missing,148.0,Skirt,1.53,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Gray,Wool,XL,missing,Casual,0.0,Non-restrictive,Jacket,Beige,Wool,XXL,missing,Casual,1.0,Quick-drying,1
11,18.9,10.1,26.1,140.0,Coat,-1.0,missing,147.0,Shorts,1.36,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Red,Cotton,XL,missing,Casual,0.0,missing,Coat,Red,Leather,M,missing,Casual,0.0,missing,1
11,18.9,10.1,26.1,143.0,Jacket,-1.0,missing,144.0,Shorts,1.25,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Gray,Leather,M,missing,Formal,0.0,missing,Jacket,Beige,Wool,XXL,missing,Casual,1.0,Quick-drying,1
11,18.9,10.1,26.1,143.0,Jacket,-1.0,missing,146.0,Shorts,1.24,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Blue,Leather,XL,missing,Sporty,0.0,missing,Jacket,Beige,Wool,XXL,missing,Casual,1.0,Quick-drying,1
11,18.9,10.1,26.1,140.0,Coat,-1.0,missing,148.0,Skirt,1.23,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Gray,Wool,XL,missing,Casual,0.0,Non-restrictive,Coat,Red,Leather,M,missing,Casual,0.0,missing,1
12,25.3,91.6,0.3,0.0,missing,151.0,Shirt,157.0,Skirt,3.0,Shirt,Beige,Leather,XS,missing,Formal,1.0,Quick-drying,Skirt,Gray,Polyester,XXL,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
12,25.3,91.6,0.3,0.0,missing,151.0,Shirt,156.0,Skirt,2.99,Shirt,Beige,Leather,XS,missing,Formal,1.0,Quick-drying,Skirt,Blue,Linen,L,missing,Sporty,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
12,25.3,91.6,0.3,0.0,missing,151.0,Shirt,154.0,Shorts,2.71,Shirt,Beige,Leather,XS,missing,Formal,1.0,Quick-drying,Shorts,Gray,Leather,L,missing,Evening,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
12,25.3,91.6,0.3,0.0,missing,151.0,Shirt,155.0,Trousers,2.68,Shirt,Beige,Leather,XS,missing,Formal,1.0,Quick-drying,Trousers,Green,Leather,L,missing,Casual,0.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
12,25.3,91.6,0.3,0.0,missing,152.0,Blazer,157.0,Skirt,2.55,Blazer,Gray,Cotton,XS,missing,Casual,0.0,missing,Skirt,Gray,Polyester,XXL,missing,Evening,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
13,27.0,39.8,21.0,172.0,Jacket,-1.0,missing,168.0,Shorts,3.28,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Green,Cotton,XS,missing,Casual,0.0,Breathable,Jacket,Red,Cotton,S,missing,Formal,0.0,Quick-drying,1
13,27.0,39.8,21.0,0.0,missing,173.0,T-shirt,168.0,Shorts,3.12,T-shirt,Green,Wool,S,missing,Sporty,0.0,Quick-drying,Shorts,Green,Cotton,XS,missing,Casual,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
13,27.0,39.8,21.0,172.0,Jacket,-1.0,missing,165.0,Skirt,2.98,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Gray,Polyester,S,missing,Formal,1.0,missing,Jacket,Red,Cotton,S,missing,Formal,0.0,Quick-drying,1
13,27.0,39.8,21.0,172.0,Jacket,-1.0,missing,166.0,Skirt,2.97,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Linen,M,missing,Formal,0.0,Non-restrictive,Jacket,Red,Cotton,S,missing,Formal,0.0,Quick-drying,1
13,27.0,39.8,21.0,0.0,missing,162.0,Blazer,168.0,Shorts,2.81,Blazer,Green,Polyester,XXL,missing,Formal,1.0,missing,Shorts,Green,Cotton,XS,missing,Casual,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
14,16.1,96.0,25.8,187.0,Coat,-1.0,missing,181.0,Trousers,2.53,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Green,Denim,XXL,missing,Formal,1.0,missing,Coat,Green,Polyester,XXL,missing,Sporty,1.0,Breathable,1
14,16.1,96.0,25.8,187.0,Coat,-1.0,missing,179.0,Trousers,2.43,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Linen,XL,missing,Formal,1.0,Non-restrictive,Coat,Green,Polyester,XXL,missing,Sporty,1.0,Breathable,1
14,16.1,96.0,25.8,187.0,Coat,-1.0,missing,183.0,Skirt,2.4,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Polyester,M,missing,Formal,0.0,missing,Coat,Green,Polyester,XXL,missing,Sporty,1.0,Breathable,1
14,16.1,96.0,25.8,184.0,Coat,-1.0,missing,183.0,Skirt,2.23,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,White,Polyester,M,missing,Formal,0.0,missing,Coat,White,Denim,XXL,missing,Formal,1.0,missing,1
14,16.1,96.0,25.8,178.0,Coat,-1.0,missing,179.0,Trousers,2.14,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Blue,Linen,XL,missing,Formal,1.0,Non-restrictive,Coat,Beige,Polyester,S,missing,Casual,0.0,missing,1
15,6.0,25.4,15.4,0.0,missing,202.0,Blazer,201.0,Shorts,2.52,Blazer,Beige,Cotton,M,missing,Evening,1.0,Non-restrictive,Shorts,Beige,Polyester,XS,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
15,6.0,25.4,15.4,0.0,missing,202.0,Blazer,199.0,Skirt,2.51,Blazer,Beige,Cotton,M,missing,Evening,1.0,Non-restrictive,Skirt,Beige,Leather,XS,missing,Casual,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
15,6.0,25.4,15.4,193.0,Coat,-1.0,missing,197.0,Shorts,2.5,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Red,Wool,XL,missing,Sporty,1.0,Anti-chafing,Coat,Red,Wool,M,missing,Sporty,1.0,missing,1
15,6.0,25.4,15.4,0.0,missing,202.0,Blazer,200.0,Trousers,2.42,Blazer,Beige,Cotton,M,missing,Evening,1.0,Non-restrictive,Trousers,Black,Cotton,L,missing,Sporty,1.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
15,6.0,25.4,15.4,0.0,missing,202.0,Blazer,197.0,Shorts,2.4,Blazer,Beige,Cotton,M,missing,Evening,1.0,Non-restrictive,Shorts,Red,Wool,XL,missing,Sporty,1.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
16,19.9,43.7,22.5,0.0,missing,209.0,T-shirt,214.0,Trousers,1.9,T-shirt,Green,Denim,XL,missing,Casual,0.0,Quick-drying,Trousers,Green,Leather,M,missing,Formal,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
16,19.9,43.7,22.5,0.0,missing,209.0,T-shirt,215.0,Shorts,1.49,T-shirt,Green,Denim,XL,missing,Casual,0.0,Quick-drying,Shorts,Blue,Denim,XL,missing,Casual,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
16,19.9,43.7,22.5,0.0,missing,218.0,Blazer,214.0,Trousers,1.31,Blazer,Green,Denim,XS,missing,Sporty,0.0,missing,Trousers,Green,Leather,M,missing,Formal,1.0,Non-restrictive,missing,missing,missing,missing,missing,missing,0.0,missing,0
16,19.9,43.7,22.5,0.0,missing,209.0,T-shirt,217.0,Skirt,1.21,T-shirt,Green,Denim,XL,missing,Casual,0.0,Quick-drying,Skirt,Black,Cotton,S,missing,Casual,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
16,19.9,43.7,22.5,0.0,missing,209.0,T-shirt,222.0,Shorts,1.2,T-shirt,Green,Denim,XL,missing,Casual,0.0,Quick-drying,Shorts,Blue,Cotton,S,missing,Formal,1.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
17,27.8,46.4,25.2,0.0,missing,227.0,Blazer,231.0,Skirt,4.2,Blazer,Green,Cotton,XXL,missing,Sporty,1.0,Quick-drying,Skirt,Beige,Polyester,L,missing,Formal,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
17,27.8,46.4,25.2,0.0,missing,225.0,Shirt,231.0,Skirt,3.02,Shirt,Green,Leather,XS,missing,Evening,1.0,Breathable,Skirt,Beige,Polyester,L,missing,Formal,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
17,27.8,46.4,25.2,0.0,missing,227.0,Blazer,230.0,Shorts,3.01,Blazer,Green,Cotton,XXL,missing,Sporty,1.0,Quick-drying,Shorts,White,Wool,S,missing,Evening,0.0,Breathable,missing,missing,missing,missing,missing,missing,0.0,missing,0
17,27.8,46.4,25.2,0.0,missing,227.0,Blazer,233.0,Trousers,2.84,Blazer,Green,Cotton,XXL,missing,Sporty,1.0,Quick-drying,Trousers,Green,Wool,XXL,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
17,27.8,46.4,25.2,0.0,missing,227.0,Blazer,229.0,Shorts,2.73,Blazer,Green,Cotton,XXL,missing,Sporty,1.0,Quick-drying,Shorts,Red,Wool,XXL,missing,Sporty,1.0,Anti-chafing,missing,missing,missing,missing,missing,missing,0.0,missing,0
18,25.8,92.8,2.4,0.0,missing,247.0,Blazer,239.0,Skirt,3.91,Blazer,Red,Polyester,M,missing,Formal,0.0,Breathable,Skirt,Blue,Polyester,S,missing,Formal,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
18,25.8,92.8,2.4,0.0,missing,247.0,Blazer,241.0,Skirt,3.74,Blazer,Red,Polyester,M,missing,Formal,0.0,Breathable,Skirt,Red,Polyester,XXL,missing,Formal,0.0,missing,missing,missing,missing,missing,missing,missing,0.0,missing,0
18,25.8,92.8,2.4,244.0,Jacket,-1.0,missing,239.0,Skirt,3.62,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Polyester,S,missing,Formal,0.0,Quick-drying,Jacket,Beige,Polyester,XL,missing,Evening,1.0,missing,1
18,25.8,92.8,2.4,0.0,missing,234.0,Sweatshirt,239.0,Skirt,3.31,Sweatshirt,Beige,Linen,L,missing,Formal,0.0,Breathable,Skirt,Blue,Polyester,S,missing,Formal,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
18,25.8,92.8,2.4,236.0,Jacket,-1.0,missing,239.0,Skirt,3.3,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Blue,Polyester,S,missing,Formal,0.0,Quick-drying,Jacket,White,Polyester,XXL,missing,Formal,0.0,Windproof,1
19,7.5,50.7,10.1,265.0,Jacket,-1.0,missing,258.0,Skirt,3.7,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Beige,Cotton,S,missing,Evening,1.0,Quick-drying,Jacket,Beige,Cotton,L,missing,Formal,1.0,Waterproof,1
19,7.5,50.7,10.1,265.0,Jacket,-1.0,missing,260.0,Shorts,3.0,missing,missing,missing,missing,missing,missing,0.0,missing,Shorts,Black,Denim,S,missing,Sporty,0.0,Quick-drying,Jacket,Beige,Cotton,L,missing,Formal,1.0,Waterproof,1
19,7.5,50.7,10.1,0.0,missing,256.0,Sweatshirt,258.0,Skirt,3.0,Sweatshirt,Gray,Polyester,S,missing,Formal,0.0,Quick-drying,Skirt,Beige,Cotton,S,missing,Evening,1.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
19,7.5,50.7,10.1,265.0,Jacket,-1.0,missing,266.0,Trousers,2.99,missing,missing,missing,missing,missing,missing,0.0,missing,Trousers,Red,Leather,L,missing,Evening,0.0,Quick-drying,Jacket,Beige,Cotton,L,missing,Formal,1.0,Waterproof,1
19,7.5,50.7,10.1,0.0,missing,254.0,Sweatshirt,266.0,Trousers,2.81,Sweatshirt,Red,Cotton,S,missing,Casual,1.0,Breathable,Trousers,Red,Leather,L,missing,Evening,0.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
20,16.2,30.2,2.8,272.0,Jacket,-1.0,missing,278.0,Skirt,1.64,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Leather,L,missing,Casual,1.0,Quick-drying,Jacket,Green,Cotton,XXL,missing,Evening,0.0,Breathable,1
20,16.2,30.2,2.8,0.0,missing,270.0,Blazer,278.0,Skirt,1.22,Blazer,Beige,Cotton,M,missing,Evening,0.0,Breathable,Skirt,Green,Leather,L,missing,Casual,1.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
20,16.2,30.2,2.8,271.0,Coat,-1.0,missing,278.0,Skirt,1.22,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Leather,L,missing,Casual,1.0,Quick-drying,Coat,Black,Linen,XXL,missing,Formal,0.0,Anti-chafing,1
20,16.2,30.2,2.8,273.0,Coat,-1.0,missing,278.0,Skirt,1.22,missing,missing,missing,missing,missing,missing,0.0,missing,Skirt,Green,Leather,L,missing,Casual,1.0,Quick-drying,Coat,White,Linen,S,missing,Formal,0.0,Insulated,1
20,16.2,30.2,2.8,0.0,missing,274.0,T-shirt,278.0,Skirt,1.2,T-shirt,Red,Polyester,M,missing,Casual,0.0,missing,Skirt,Green,Leather,L,missing,Casual,1.0,Quick-drying,missing,missing,missing,missing,missing,missing,0.0,missing,0
